	label	aspect	sentence	masked_sen	subject	verb	object
632	0	eingepflanzt	Die Pflanzen wurden in der mitgelieferten Erde eingepflanzt .	Die Pflanzen wurden in der mitgelieferten Erde [MASK] .		einpflanzen	Pflanze
633	0	eingepflanzt	Den nutella Setzlingen gehts gut , können rechtzeitig zu unserem Einzug eingepflanzt werden !	Den nutella Setzlingen gehts gut , können rechtzeitig zu unserem Einzug [MASK] werden !		einpflanzen	Setzling
634	0	einpflanzt	Und einen kleinen Film der zeigt wie man Pflanzen richtig einpflanzt .	Und einen kleinen Film der zeigt wie man Pflanzen richtig [MASK] .		einpflanzen	Pflanze
635	0	eingepflanzt	Gurken können noch problemlos eingepflanzt werden .	Gurken können noch problemlos [MASK] werden .		einpflanzen	Gurke
636	0	eingepflanzt	Mehr als 2000 Harthölzer wurden im Rahmen der gemeinsamen Pflanzaktionen bereits eingepflanzt .	Mehr als 2000 Harthölzer wurden im Rahmen der gemeinsamen Pflanzaktionen bereits [MASK] .		einpflanzen	Harthölzer
637	0	eingepflanzt	Die Blumen werden Zuhause eingepflanzt und die gedeihen super !	Die Blumen werden Zuhause [MASK] und die gedeihen super !		einpflanzen	Blume
638	0	eingepflanzt	Am Samstag haben wir nun Kräuter eingepflanzt und das Wetter hat es bisher gut mit uns gemeint .	Am Samstag haben wir nun Kräuter [MASK] und das Wetter hat es bisher gut mit uns gemeint .		einpflanzen	Kräuter
639	1	einpflanzen	Warum noch einen Widerspruch ins funktionierende System einpflanzen ?	Warum noch einen Widerspruch ins funktionierende System [MASK] ?		einpflanzen	Widerspruch
640	1	einpflanzt	Wir wissen wie leicht gerade Kinder manipulierbar sind , indem man ihnen bestimmte Gedanken einpflanzt .	Wir wissen wie leicht gerade Kinder manipulierbar sind , indem man ihnen bestimmte Gedanken [MASK] .		einpflanzen	Gedanke
641	1	eingepflanzt	Heute kommen die Neigungen heraus , die im 13. und 14. Jahrhundert der Menschheit eingepflanzt worden sind .	Heute kommen die Neigungen heraus , die im 13. und 14. Jahrhundert der Menschheit [MASK] worden sind .		einpflanzen	Neigung
642	1	eingepflanzt	Staunen und Fragen als prüfende Grundhaltung wird für das gesamte Leben eingepflanzt .	Staunen und Fragen als prüfende Grundhaltung wird für das gesamte Leben [MASK] .		einpflanzen	Staunen
643	1	einpflanzt	Oder eine Gehirnwäschemaschine , die mir das ganze Wissen über Nacht einpflanzt ?	Oder eine Gehirnwäschemaschine , die mir das ganze Wissen über Nacht [MASK] ?		einpflanzen	Wissen
644	1	eingraben	Ich schreibe oft , wenn es draussen grau ist und ich mich eingraben kann .	Ich schreibe oft , wenn es draussen grau ist und ich mich [MASK] kann .		eingraben	mich
645	0	eingraben	Becher eingraben , sodass die Schnecken leicht über den Rand kommen und abtauchen können .	Becher [MASK] , sodass die Schnecken leicht über den Rand kommen und abtauchen können .		eingraben	Becher
646	0	eingegraben	Der Panzer oder die Pak ist eingegraben und die Kanone kann nicht so weit gedreht werden .	Der Panzer oder die Pak ist [MASK] und die Kanone kann nicht so weit gedreht werden .		eingraben	Panzer
647	1	eingegraben	Ich habe mich da jetzt ein bischen tiefer eingegraben in die Kernel und das TMC Protokoll .	Ich habe mich da jetzt ein bischen tiefer [MASK] in die Kernel und das TMC Protokoll .	ich	eingraben	
648	0	eingegraben	Weiter hinten dort eingegraben in die Erde .	Weiter hinten dort [MASK] in die Erde .		eingraben	
649	0	einzugraben	Mittwoch Ich beziehe also meine neuen Beete und beginne damit am Rand entlang Fichtenzapfen einzugraben .	Mittwoch Ich beziehe also meine neuen Beete und beginne damit am Rand entlang Fichtenzapfen [MASK] .		eingraben	Fichtenzapfen
650	0	eingegraben	Dieses Jahr habe ich zum ersten Mal so Tontöpfe zum Giessen eingegraben .	Dieses Jahr habe ich zum ersten Mal so Tontöpfe zum Giessen [MASK] .	ich	eingraben	Tontopf
651	0	grub	Der Schlamm im Flussbett grub Al sanft ein .	Der Schlamm im Flussbett [MASK] Al sanft ein .	Schlamm	eingraben	Ai
652	1	eingegraben	Sein sonst so sanftes Gesicht war übernächtigt , Sorgenfalten hatten sich um seinen Mund eingegraben .	Sein sonst so sanftes Gesicht war übernächtigt , Sorgenfalten hatten sich um seinen Mund [MASK] .	Sorgenfalten	eingraben	
653	1	eingegraben	Um Engins Mundwinkel hatte sich in dieser Woche eine neue Falte eingegraben .	Um Engins Mundwinkel hatte sich in dieser Woche eine neue Falte [MASK] .	Falte	eingraben	
654	1	graben	Das sind so Momente , die vergisst man nicht , die graben sich ein .	Das sind so Momente , die vergisst man nicht , die [MASK] sich ein .	Moment	eingraben	
655	1	eingraben	Schön , wenn Du das Kriegsbeil gegen jemanden eingraben willst !	Schön , wenn Du das Kriegsbeil gegen jemanden [MASK] willst !	du	eingraben	Kriegsbeil
656	1	abgesoffen	Was dein Bruder dir sagen wollte ist , dass die Karre abgesoffen ist .	Was dein Bruder dir sagen wollte ist , dass die Karre [MASK] ist .	Karre	absaufen	
657	1	abgesoffen	Ohne euch wären wir am Freitag echt abgesoffen .	Ohne euch wären wir am Freitag echt [MASK] .	wir	absaufen	
658	1	säuft	Nodo ging ohne Probleme , beim Mai-Update säuft das Samsung ab .	Nodo ging ohne Probleme , beim Mai-Update [MASK] das Samsung ab .	Samsung	absaufen	
659	0	abgesoffen	Leider ist der Rodeo beim ersten Schwimmversuch fast abgesoffen .	Leider ist der Rodeo beim ersten Schwimmversuch fast [MASK] .	Rodeo	absaufen	
660	1	absaufen	Im Grunde sollte man also das Auto absaufen lassen und die Motorbremse einsetzen können .	Im Grunde sollte man also das Auto [MASK] lassen und die Motorbremse einsetzen können .		absaufen	Auto
661	1	säuft	Leider ist das Bild teilweise zu dunkel geraten , säuft immer wieder ab .	Leider ist das Bild teilweise zu dunkel geraten , [MASK] immer wieder ab .	Bild	absaufen	
662	0	säuft	Wer ins kalte Wasser geworfen wird , lernt schwimmen , oder er säuft eben ab .	Wer ins kalte Wasser geworfen wird , lernt schwimmen , oder er [MASK] eben ab .	er	absaufen	
663	0	säuft	Wasser man springt hinein man säuft ab oder schwimmt	Wasser man springt hinein man [MASK] ab oder schwimmt		absaufen	
664	0	abzusaufen	Allerdings konnte ich einfach durch den Fluss laufen ohne abzusaufen und zu sterben .	Allerdings konnte ich einfach durch den Fluss laufen ohne [MASK] und zu sterben .		absaufen	
665	0	abgesoffen	Leider beim Kayak fahren abgesoffen ...	Leider beim Kayak fahren [MASK] ...		absaufen	
666	1	nachdrängen	Der Lohnabstand bleibt mittelfristig gewaltig , weil dort hunderte Millionen Arbeitsuchende nachdrängen .	Der Lohnabstand bleibt mittelfristig gewaltig , weil dort hunderte Millionen Arbeitsuchende [MASK] .	Arbeitssuchende	nachdrängen	
667	1	drängt	Klar waren die Band klasse aber deren zeit is halt mal rum und die nächste Generation drängt nach .	Klar waren die Band klasse aber deren zeit is halt mal rum und die nächste Generation [MASK] nach .	Generation	nachdrängen	
668	0	drängte	Brüllend und verängstigt drängte das Vieh nach .	Brüllend und verängstigt [MASK] das Vieh nach .	Vieh	nachdrängen	
669	0	drängt	Tief kann die Erdhöhle nicht sein : das Wasser drängt nach .	Tief kann die Erdhöhle nicht sein : das Wasser [MASK] nach .	Wasser	nachdrängen	
670	1	drängt	Auch der künstlerische Nachwuchs drängt nach .	Auch der künstlerische Nachwuchs [MASK] nach .	Nachwuchs	nachdrängen	
671	0	drängten	Und immer mehr Menschen drängten von hinten nach .	Und immer mehr Menschen [MASK] von hinten nach .	Mensch	nachdrängen	
672	0	drängten	Wir drängten nach , sammelten uns auf dem Hof .	Wir [MASK] nach , sammelten uns auf dem Hof .	wir	nachdrängen	
673	0	nachdrängen	Normalerweise ist der Sinn von Sperren , nachdrängende Menschenmengen eben nicht nachdrängen zu lassen .	Normalerweise ist der Sinn von Sperren , nachdrängende Menschenmengen eben nicht [MASK] zu lassen .	Menschenmenge	nachdrängen	
674	0	drängt	Denn eine weitere Seilschaft ist der von Hubert gelegten Spur gefolgt und drängt von hinten nach .	Denn eine weitere Seilschaft ist der von Hubert gelegten Spur gefolgt und [MASK] von hinten nach .	Seilschaft	nachdrängen	
675	0	drängten	Hinter dem Polizefahrzeug drängten Tausende nach .	Hinter dem Polizefahrzeug [MASK] Tausende nach .	Tausend	nachdrängen	
676	0	drängten	Andere Bürger drängten nach und stürmten ins Gelände .	Andere Bürger [MASK] nach und stürmten ins Gelände .	Bürger	nachdrängen	
677	1	nachdrängen	Der Tante Emma Laden dominiert hier immer weniger , weil die Supermärkte nachdrängen .	Der Tante Emma Laden dominiert hier immer weniger , weil die Supermärkte [MASK] .	Supermarkt	nachdrängen	
678	1	nachdrängen	Aus der A-Jugend dürfte ja auch noch dieser und jener nachdrängen .	Aus der A-Jugend dürfte ja auch noch dieser und jener [MASK] .	dieser	nachdrängen	
679	1	nachdrängen	Für eine Entwarnung sei jedoch kein Platz , weil andere Regionen der Welt nachdrängen werden .	Für eine Entwarnung sei jedoch kein Platz , weil andere Regionen der Welt [MASK] werden .	Region	nachdrängen	
680	0	drängte	Die Menge drängte nach und drückte oder schmiss die beiden über das Geländer .	Die Menge [MASK] nach und drückte oder schmiss die beiden über das Geländer .	Menge	nachdrängen	
681	1	nachdrängen	Als Einzelkämpfer wirds für Panasonic nur noch schwerer , jetzt wo die anderen nachdrängen .	Als Einzelkämpfer wirds für Panasonic nur noch schwerer , jetzt wo die anderen [MASK] .	anderer	nachdrängen	
682	0	drängte	In diese Vakuum drängte Fluidum nach .	In diese Vakuum [MASK] Fluidum nach .	Fluidum	nachdrängen	
683	1	nachdrängen	Eine zusätzliche 6. Mannschaft könnte allerdings selbst dann nicht gemeldet werden , wenn genügend Leute nachdrängen würden .	Eine zusätzliche 6. Mannschaft könnte allerdings selbst dann nicht gemeldet werden , wenn genügend Leute [MASK] würden .	Leute	nachdrängen	
684	1	nachdrängen	Aber sie sind bereits umringt von neuartigen Fachleuten , die nachdrängen .	Aber sie sind bereits umringt von neuartigen Fachleuten , die [MASK] .		nachdrängen	
685	1	drängt	Jede Menge Neues aus dem ehemaligen Ostblock drängt stürmisch nach und das Qualitätsniveau steigt .	Jede Menge Neues aus dem ehemaligen Ostblock [MASK] stürmisch nach und das Qualitätsniveau steigt .	Menge	nachdrängen	
686	0	einschalten	Noch mal der Aufruf : Am Samstag um 14 Uhr DSF einschalten , FC Bayern vs .	Noch mal der Aufruf : Am Samstag um 14 Uhr DSF [MASK] , FC Bayern vs .		einschalten	
687	0	eingeschaltet	Um sich Im Forum einloggen zu können , müssen die Cookies des Browsers eingeschaltet sein .	Um sich Im Forum einloggen zu können , müssen die Cookies des Browsers [MASK] sein .		einschalten	Cookies
688	1	schaltete	Auch das städtische Revisionsamt schaltete sich ein .	Auch das städtische Revisionsamt [MASK] sich ein .	Revisionsamt	einschalten	sich
689	0	schaltet	Das macht irren Spass und wer das live und in Farbe erleben will schaltet ein !	Das macht irren Spass und wer das live und in Farbe erleben will [MASK] ein !		einschalten	
690	0	einzuschalten	Ich hatte vergessen , das Mikro einzuschalten .	Ich hatte vergessen , das Mikro [MASK] .		einschalten	Mikro
691	1	einzuschalten	Lauter blutige Anfänger diskutieren über diverse Sachen diskutieren oder fordern einen Trainer einzuschalten .	Lauter blutige Anfänger diskutieren über diverse Sachen diskutieren oder fordern einen Trainer [MASK] .		einschalten	Trainer
692	0	schaltet	Eines Tages schaltet man den Rechner ein und wird von einer seltsamen Meldung begrüsst .	Eines Tages [MASK] man den Rechner ein und wird von einer seltsamen Meldung begrüsst .	man	einschalten	Rechner
693	0	eingeschaltet	Jetzt hab ich seit 3 Minuten doch tatsächlich eingeschaltet , muss ein Super Casting gewesen sein .	Jetzt hab ich seit 3 Minuten doch tatsächlich [MASK] , muss ein Super Casting gewesen sein .	ich	einschalten	
694	1	einschalten	Wenn Probleme auftreten in dieser Hinsicht bei einem Bankkunden , sollte der Verbraucher sofort einen Anwalt einschalten .	Wenn Probleme auftreten in dieser Hinsicht bei einem Bankkunden , sollte der Verbraucher sofort einen Anwalt [MASK] .		einschalten	Anwalt
695	0	eingeschaltet	Zuerst braucht die Digitalkamera eine Weile , bis sie überhaupt eingeschaltet ist .	Zuerst braucht die Digitalkamera eine Weile , bis sie überhaupt [MASK] ist .		einschalten	Digitalkamera
696	0	einschalten	Das Radio lässt sich nicht einschalten und bekommt keine Netzspannung .	Das Radio lässt sich nicht [MASK] und bekommt keine Netzspannung .		einschalten	Radio
697	0	einschalten	Dann muss man eben einen manuellen Weissabgleich durchführen oder den automatischen Weissabgleich einschalten .	Dann muss man eben einen manuellen Weissabgleich durchführen oder den automatischen Weissabgleich [MASK] .		einschalten	Weissabgleich
698	0	schaltet	Diese Tastenkombination schaltet den Browsermodus ein oder aus .	Diese Tastenkombination [MASK] den Browsermodus ein oder aus .	Tastenkombination	einschalten	Browsermodus
699	1	eingeschaltet	Um diese Folgen zu vermeiden , sollte im Strafverfahren ein Rechtsanwalt eingeschaltet werden .	Um diese Folgen zu vermeiden , sollte im Strafverfahren ein Rechtsanwalt [MASK] werden .		einschalten	
700	0	einschalten	Bei Bedarf den Verstärker einschalten und den TV auf den AV Platz des Verstärkers stellen .	Bei Bedarf den Verstärker [MASK] und den TV auf den AV Platz des Verstärkers stellen .		einschalten	Verstärker
701	0	eingeschaltet	Viel ist nicht passiert , selbst den Scanner habe ich heute nicht eingeschaltet .	Viel ist nicht passiert , selbst den Scanner habe ich heute nicht [MASK] .	ich	einschalten	Scanner
702	1	einschalten	Allerdings muss man dann einen Makler einschalten .	Allerdings muss man dann einen Makler [MASK] .	man	einschalten	Makler
703	0	einschalten	Nein Mein Gerät lässt sich so gut wie nicht mehr einschalten .	Nein Mein Gerät lässt sich so gut wie nicht mehr [MASK] .		einschalten	Gerät
704	1	schalteten	Die Zürcher Bankiers schalteten daraufhin die Polizei ein .	Die Zürcher Bankiers [MASK] daraufhin die Polizei ein .	Bankier	einschalten	Polizei
705	1	einzuschalten	Also man benötigt hier nur den Verstand einzuschalten und dann erklärt sich alles von selbst !	Also man benötigt hier nur den Verstand [MASK] und dann erklärt sich alles von selbst !		einschalten	Verstand
706	1	eingeschaltet	In die Gespräche war auch das Vereinsmitglied Architekt Rüdiger Sturm eingeschaltet .	In die Gespräche war auch das Vereinsmitglied Architekt Rüdiger Sturm [MASK] .		einschalten	Vereinsmitglied
707	0	einschalten	Bedeutet natürlich : anschliessen , einschalten , Musik geniessen , Technik vergessen .	Bedeutet natürlich : anschliessen , [MASK] , Musik geniessen , Technik vergessen .		einschalten	
708	1	eingeschaltet	Klärung der Frage , ob ein externer Berater eingeschaltet werden soll .	Klärung der Frage , ob ein externer Berater [MASK] werden soll .		einschalten	Berater
709	1	einschalten	Ich glaube ich sollte echt mal den freien Willen einschalten .	Ich glaube ich sollte echt mal den freien Willen [MASK] .		einschalten	Wille
710	0	eingeschaltet	Die Fahrertür stand offen und die Zündung war eingeschaltet .	Die Fahrertür stand offen und die Zündung war [MASK] .		einschalten	Zündung
711	0	schaltete	Er schaltete den Vibrator ein und liess ihn sanft zwischen Leonards Pobacken gleiten .	Er [MASK] den Vibrator ein und liess ihn sanft zwischen Leonards Pobacken gleiten .		einschalten	Vibrator
712	1	einschaltet	Besser ist es , wenn sich die Abwehr sofort einschaltet und ein Tor vermeidet .	Besser ist es , wenn sich die Abwehr sofort [MASK] und ein Tor vermeidet .	Abwehr	einschalten	sich
713	1	einschalten	Man könnte Amnesty International einschalten , zum Schutz der Menschenrechte .	Man könnte Amnesty International [MASK] , zum Schutz der Menschenrechte .		einschalten	Amnesty International
714	1	einschalten	Sie wollte jedoch noch einen eigenen unabhängigen Berater einschalten und beauftragte mich .	Sie wollte jedoch noch einen eigenen unabhängigen Berater [MASK] und beauftragte mich .		einschalten	Berater
715	1	einschalten	Wir müssen doch nur unseren Verstand einschalten um zu kapieren , dass genug für alle da ist .	Wir müssen doch nur unseren Verstand [MASK] um zu kapieren , dass genug für alle da ist .		einschalten	Verstand
716	1	einschaltete	Nachdem sich das Amt einschaltete , soll er jetzt 2.515 Euro zurückzahlen .	Nachdem sich das Amt [MASK] , soll er jetzt 2.515 Euro zurückzahlen .	Amt	einschalten	sich
717	1	einschalten	Soll ich hier die Polizei einschalten ?	Soll ich hier die Polizei [MASK] ?		einschalten	Polizei
718	1	jaulen	Aber wenn der Benzinpreis steigt , dann jaulen alle auf und rufen nach dem Staat ...	Aber wenn der Benzinpreis steigt , dann [MASK] alle auf und rufen nach dem Staat ...	alle	aufjaulen	
719	0	jault	Der Wolf jault kurz auf , man sieht eine lang gezogene Narbe über seiner Schnauze .	Der Wolf [MASK] kurz auf , man sieht eine lang gezogene Narbe über seiner Schnauze .	Wolf	aufjaulen	
720	0	jault	Der Hund jault panisch auf und drückt sich ängstlich gegen die Wand .	Der Hund [MASK] panisch auf und drückt sich ängstlich gegen die Wand .	Hund	aufjaulen	
721	0	jaulte	Der falsche Moritz jaulte erbärmlich auf als die feurige Glut sein rechtes Auge traf .	Der falsche Moritz [MASK] erbärmlich auf als die feurige Glut sein rechtes Auge traf .	Moritz	aufjaulen	
722	0	jaulte	Gretchen war erst leicht überrascht und jaulte kurz auf .	Gretchen war erst leicht überrascht und [MASK] kurz auf .	Gretchen	aufjaulen	
723	1	aufjaulen	Die , die jetzt über eine angebliche Offenlegung aufjaulen , machen sich einfach nur lächerlich .	Die , die jetzt über eine angebliche Offenlegung [MASK] , machen sich einfach nur lächerlich .		aufjaulen	
724	1	aufjault	Ich habe links unten einen Backenzahn der regelmässig aufjault sobald kalte oder heisse Speisen daran kommen .	Ich habe links unten einen Backenzahn der regelmässig [MASK] sobald kalte oder heisse Speisen daran kommen .	Backenzahn	aufjaulen	
725	1	aufjaulen	Der Steuerzahler wird die Medien in seinem Namen aufjaulen lassen und im Übrigen artig blechen ...	Der Steuerzahler wird die Medien in seinem Namen [MASK] lassen und im Übrigen artig blechen ...	Steuerzahler	aufjaulen	Medien
